kode_unit,judul_unit,deskripsi_unit_clean,deskripsi_unit_clean_nlp,deskripsi_unit_enriched,deskripsi_unit_enriched_nlp,level_kkni,doc_sector,doc_title
J.61IFO00.014.2,Melaksanakan Penyambungan Fiber Optik dengan Fusion Splicer,Melaksanakan Penyambungan Fiber Optik dengan Fusion Splicer. Instalasi Fiber Optik,melaksanakan penyambungan fiber optik dengan fusion splicer. instalasi fiber optik,execute penyambungan fiber optic dengan fusion splicer. fiber optic installation,execute penyambungan fiber optic dengan fusion splicer. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.015.2,Melaksanakan Penyambungan Fiber Optik dengan Mechanical Splice,Melaksanakan Penyambungan Fiber Optik dengan Mechanical Splice. Instalasi Fiber Optik,melaksanakan penyambungan fiber optik dengan mechanical splice. instalasi fiber optik,execute penyambungan fiber optic dengan mechanical splice. fiber optic installation,execute penyambungan fiber optic dengan mechanical splice. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.016.2,Mengoperasikan OTDR (Optical Time Domain Reflectometer),Mengoperasikan OTDR (Optical Time Domain Reflectometer). Instalasi Fiber Optik,mengoperasikan otdr (optical time domain reflectometer). instalasi fiber optik,operate otdr (optical time domain reflectometer). fiber optic installation,operate otdr (optical time domain reflectometer). fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.017.2,Melaksanakan Evaluasi Instalasi Fiber Optik Menggunakan OTDR,Melaksanakan Evaluasi Instalasi Fiber Optik Menggunakan OTDR. Instalasi Fiber Optik,melaksanakan evaluasi instalasi fiber optik menggunakan otdr. instalasi fiber optik,execute evaluasi fiber optic installation menggunakan otdr. fiber optic installation,execute evaluasi fiber optic installation menggunakan otdr. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.018.2,Melakukan Troubleshooting atas Masalah pada Instalasi Fiber Optik,Melakukan Troubleshooting atas Masalah pada Instalasi Fiber Optik. Instalasi Fiber Optik,melakukan troubleshooting atas masalah pada instalasi fiber optik. instalasi fiber optik,melakukan troubleshooting atas masalah pada fiber optic installation. fiber optic installation,melakukan troubleshooting atas masalah pada fiber optic installation. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.019.2,Melaksanakan Komisioning dan Uji Terima (Acceptance Test) Instalasi Fiber Optik,Melaksanakan Komisioning dan Uji Terima (Acceptance Test) Instalasi Fiber Optik. Instalasi Fiber Optik,melaksanakan komisioning dan uji terima (acceptance test) instalasi fiber optik. instalasi fiber optik,execute komisioning dan uji terima (acceptance test) fiber optic installation. fiber optic installation,execute komisioning dan uji terima (acceptance test) fiber optic installation. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.007.2,Merencanakan Instalasi Fiber Optik Berdasarkan Peta As Planned Drawing,Merencanakan Instalasi Fiber Optik Berdasarkan Peta As Planned Drawing. Instalasi Fiber Optik,merencanakan instalasi fiber optik berdasarkan peta as planned drawing. instalasi fiber optik,plan fiber optic installation berdasarkan peta as planned drawing. fiber optic installation,plan fiber optic installation berdasarkan peta as planned drawing. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.008.2,Memasang Kabel Fiber Optik Ruangan/Gedung,Memasang Kabel Fiber Optik Ruangan/Gedung. Instalasi Fiber Optik,memasang kabel fiber optik ruangan/gedung. instalasi fiber optik,install kabel fiber optic ruangan/gedung. fiber optic installation,install kabel fiber optic ruangan/gedung. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.009.1,Memasang Kabel Fiber Optik Udara,Memasang Kabel Fiber Optik Udara. Instalasi Fiber Optik,memasang kabel fiber optik udara. instalasi fiber optik,install kabel fiber optic udara. fiber optic installation,install kabel fiber optic udara. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.010.1,Memasang Kabel Fiber Optik Tanam Langsung,Memasang Kabel Fiber Optik Tanam Langsung. Instalasi Fiber Optik,memasang kabel fiber optik tanam langsung. instalasi fiber optik,install kabel fiber optic tanam langsung. fiber optic installation,install kabel fiber optic tanam langsung. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.61IFO00.011.1,Memasang Kabel Fiber Optik Duct,Memasang Kabel Fiber Optik Duct. Instalasi Fiber Optik,memasang kabel fiber optik duct. instalasi fiber optik,install kabel fiber optic duct. fiber optic installation,install kabel fiber optic duct. fiber optic installation,,Instalasi Fiber Optik,SKKNI Instalasi Fiber Optik
J.63OPR00.001.2,Menggunakan Perangkat Komputer,Menggunakan Perangkat Komputer. Pengoperasian Komputer,menggunakan perangkat komputer. pengoperasian komputer,menggunakan perangkat komputer. pengoperasian komputer,menggunakan perangkat komputer. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.002.2,Menggunakan Sistem Operasi,Menggunakan Sistem Operasi. Pengoperasian Komputer,menggunakan sistem operasi. pengoperasian komputer,menggunakan sistem operasi. pengoperasian komputer,menggunakan sistem operasi. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.003.2,Menggunakan Peralatan Peripheral,Menggunakan Peralatan Peripheral. Pengoperasian Komputer,menggunakan peralatan peripheral. pengoperasian komputer,menggunakan peralatan peripheral. pengoperasian komputer,menggunakan peralatan peripheral. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.004.2,Menggunakan Perangkat Lunak Pengolah Kata  Tingkat Dasar,Menggunakan Perangkat Lunak Pengolah Kata  Tingkat Dasar. Pengoperasian Komputer,menggunakan perangkat lunak pengolah kata  tingkat dasar. pengoperasian komputer,menggunakan software pengolah kata  tingkat dasar. pengoperasian komputer,menggunakan software pengolah kata  tingkat dasar. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.005.2,Menggunakan Perangkat Lunak Lembar Sebar  (Spreadsheet) Tingkat Dasar,Menggunakan Perangkat Lunak Lembar Sebar  (Spreadsheet) Tingkat Dasar. Pengoperasian Komputer,menggunakan perangkat lunak lembar sebar  (spreadsheet) tingkat dasar. pengoperasian komputer,menggunakan software lembar sebar  (spreadsheet) tingkat dasar. pengoperasian komputer,menggunakan software lembar sebar  (spreadsheet) tingkat dasar. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.006.2,Menggunakan Perangkat Lunak Presentasi  Tingkat Dasar,Menggunakan Perangkat Lunak Presentasi  Tingkat Dasar. Pengoperasian Komputer,menggunakan perangkat lunak presentasi  tingkat dasar. pengoperasian komputer,menggunakan software presentasi  tingkat dasar. pengoperasian komputer,menggunakan software presentasi  tingkat dasar. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.007.2,Menggunakan Penelusur Situs Web (Web  Browser),Menggunakan Penelusur Situs Web (Web  Browser). Pengoperasian Komputer,menggunakan penelusur situs web (web  browser). pengoperasian komputer,menggunakan penelusur situs web (web  browser). pengoperasian komputer,menggunakan penelusur situs web (web  browser). pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.008.2,Menggunakan Perangkat Lunak Pengakses  Surat Elektronik (e-Mail Client),Menggunakan Perangkat Lunak Pengakses  Surat Elektronik (e-Mail Client). Pengoperasian Komputer,menggunakan perangkat lunak pengakses  surat elektronik (e-mail client). pengoperasian komputer,menggunakan software pengakses  surat elektronik (e-mail client). pengoperasian komputer,menggunakan software pengakses  surat elektronik (e-mail client). pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.009.2,Menggunakan Aplikasi Berbasis Internet  (Internet Based Applications Literacy),Menggunakan Aplikasi Berbasis Internet  (Internet Based Applications Literacy). Pengoperasian Komputer,menggunakan aplikasi berbasis internet  (internet based applications literacy). pengoperasian komputer,menggunakan aplikasi berbasis internet  (internet based applications literacy). pengoperasian komputer,menggunakan aplikasi berbasis internet  (internet based applications literacy). pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.010.2,Menggunakan Aplikasi Media Sosial,Menggunakan Aplikasi Media Sosial. Pengoperasian Komputer,menggunakan aplikasi media sosial. pengoperasian komputer,menggunakan aplikasi media sosial. pengoperasian komputer,menggunakan aplikasi media sosial. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.011.2,Menggunakan Perangkat Lunak Pengolah Kata  Tingkat Lanjut,Menggunakan Perangkat Lunak Pengolah Kata  Tingkat Lanjut. Pengoperasian Komputer,menggunakan perangkat lunak pengolah kata  tingkat lanjut. pengoperasian komputer,menggunakan software pengolah kata  tingkat lanjut. pengoperasian komputer,menggunakan software pengolah kata  tingkat lanjut. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.012.2,Menggunakan Perangkat Lunak Lembar Kerja  Tingkat Lanjut,Menggunakan Perangkat Lunak Lembar Kerja  Tingkat Lanjut. Pengoperasian Komputer,menggunakan perangkat lunak lembar kerja  tingkat lanjut. pengoperasian komputer,menggunakan software lembar kerja  tingkat lanjut. pengoperasian komputer,menggunakan software lembar kerja  tingkat lanjut. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.013.2,Menggunakan Perangkat Lunak Presentasi  Tingkat Lanjut,Menggunakan Perangkat Lunak Presentasi  Tingkat Lanjut. Pengoperasian Komputer,menggunakan perangkat lunak presentasi  tingkat lanjut. pengoperasian komputer,menggunakan software presentasi  tingkat lanjut. pengoperasian komputer,menggunakan software presentasi  tingkat lanjut. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.014.2,Melakukan Pemasukan Data,Melakukan Pemasukan Data. Pengoperasian Komputer,melakukan pemasukan data. pengoperasian komputer,melakukan pemasukan data. pengoperasian komputer,melakukan pemasukan data. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.015.2,Memastikan Validitas Data,Memastikan Validitas Data. Pengoperasian Komputer,memastikan validitas data. pengoperasian komputer,memastikan validitas data. pengoperasian komputer,memastikan validitas data. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.016.2,Mengidentifikasi Aspek Keamanan Informasi  Pengguna,Mengidentifikasi Aspek Keamanan Informasi  Pengguna. Pengoperasian Komputer,mengidentifikasi aspek keamanan informasi  pengguna. pengoperasian komputer,identify aspek information security  pengguna. pengoperasian komputer,identify aspek information security  pengguna. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.63OPR00.017.2,Memastikan Keamanan Informasi Pengguna,Memastikan Keamanan Informasi Pengguna. Pengoperasian Komputer,memastikan keamanan informasi pengguna. pengoperasian komputer,memastikan information security pengguna. pengoperasian komputer,memastikan information security pengguna. pengoperasian komputer,,Pengoperasian Komputer,SKKNI Pengoperasian Komputer
J.61SEL02.010.1,Merunutkan Aktivitas,Merunutkan Aktivitas. Penggelaran Jaringan Seluler Subsistem Radio Akses,merunutkan aktivitas. penggelaran jaringan seluler subsistem radio akses,merunutkan aktivitas. network deployment seluler subsistem radio akses,merunutkan aktivitas. network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.087.1,Melakukan Integrasi BSC dengan SGSN,Melakukan Integrasi BSC dengan SGSN. Penggelaran Jaringan Seluler Subsistem Radio Akses,melakukan integrasi bsc dengan sgsn. penggelaran jaringan seluler subsistem radio akses,melakukan integrasi bsc dengan sgsn. network deployment seluler subsistem radio akses,melakukan integrasi bsc dengan sgsn. network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.001.1,Menyusun Project Charter,Menyusun Project Charter. Penggelaran Jaringan Seluler Subsistem Radio Akses,menyusun project charter. penggelaran jaringan seluler subsistem radio akses,menyusun project charter. network deployment seluler subsistem radio akses,menyusun project charter. network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.002.1,Mengidentifikasi Pemangku Kepentingan,Mengidentifikasi Pemangku Kepentingan. Penggelaran Jaringan Seluler Subsistem Radio Akses,mengidentifikasi pemangku kepentingan. penggelaran jaringan seluler subsistem radio akses,identify pemangku kepentingan. network deployment seluler subsistem radio akses,identify pemangku kepentingan. network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.003.1,Menyusun Project Management Plan,Menyusun Project Management Plan. Penggelaran Jaringan Seluler Subsistem Radio Akses,menyusun project management plan. penggelaran jaringan seluler subsistem radio akses,menyusun project management plan. network deployment seluler subsistem radio akses,menyusun project management plan. network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.004.1,Merencanakan Manajemen Scope (Ruang),Merencanakan Manajemen Scope (Ruang). Penggelaran Jaringan Seluler Subsistem Radio Akses,merencanakan manajemen scope (ruang). penggelaran jaringan seluler subsistem radio akses,plan manajemen scope (ruang). network deployment seluler subsistem radio akses,plan manajemen scope (ruang). network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.005.1,Mengumpulkan Persyaratan (Requirement),Mengumpulkan Persyaratan (Requirement). Penggelaran Jaringan Seluler Subsistem Radio Akses,mengumpulkan persyaratan (requirement). penggelaran jaringan seluler subsistem radio akses,mengumpulkan persyaratan (requirement). network deployment seluler subsistem radio akses,mengumpulkan persyaratan (requirement). network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.006.1,Mendefinisikan Ruang Lingkup (Scope),Mendefinisikan Ruang Lingkup (Scope). Penggelaran Jaringan Seluler Subsistem Radio Akses,mendefinisikan ruang lingkup (scope). penggelaran jaringan seluler subsistem radio akses,mendefinisikan ruang lingkup (scope). network deployment seluler subsistem radio akses,mendefinisikan ruang lingkup (scope). network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
J.61SEL02.007.1,Membuat Work Breakdown Structure (WBS),Membuat Work Breakdown Structure (WBS). Penggelaran Jaringan Seluler Subsistem Radio Akses,membuat work breakdown structure (wbs). penggelaran jaringan seluler subsistem radio akses,membuat work breakdown structure (wbs). network deployment seluler subsistem radio akses,membuat work breakdown structure (wbs). network deployment seluler subsistem radio akses,,Penggelaran Jaringan Seluler Subsistem Radio Akses,SKKNI Penggelaran Jaringan Seluler Subsistem Radio Akses
